id,name,status,v_src_m3,v_out_m3,dv_m3,dv_pct,v_naive_stored_units,v_proj_m3,dv_proj_pct,proj_disp_mm,max_vertex_disp_mm,src_tris,out_tris,src_verts,out_verts,src_watertight,src_unpaired_edges,out_watertight,out_unpaired_edges
22lJvI_rz50umvUizzyEQi,A0.01,ok,1.892141,1.892141,-0.0,-0.0,1.5486391785013025e-10,1.880158,-0.633331,3.26,0.0,12,12,8,8,True,0,True,0
2dFicWHgz1KPbr5tHWzMcP,A0.00,ok,53.315617,53.315617,-0.0,-0.0,4.364365932418094e-09,52.97795,-0.633336,25.184,0.0,36,36,20,20,True,0,True,0
3ZMk1e17XESP$vROePi38_,A0.02,ok,9.691548,9.691548,-0.0,-0.0,7.933173124856941e-10,9.630167,-0.633342,9.407,0.0,20,20,12,12,True,0,True,0
2GXKgJyIfAhxPinRH3xm0N,3.08,no_geometry,,,,,,,,,,,,,,,,,
2lSz4lYYD0yPZfZ0iQzeVj,3.07,no_geometry,,,,,,,,,,,,,,,,,
39NQt7$3b1Mxn97UesaLDi,3.06,no_geometry,,,,,,,,,,,,,,,,,
1qHWoDsfT4fQCpDzcA1RZj,3.09,no_geometry,,,,,,,,,,,,,,,,,
1sCG2cUVb49PxJaBBE81Kw,3.03,no_geometry,,,,,,,,,,,,,,,,,
10$IVtAgz3gvaL1AC5hF6m,3.04,no_geometry,,,,,,,,,,,,,,,,,
0asyuu9T1AaPR7AmNDL1_c,3.01,no_geometry,,,,,,,,,,,,,,,,,
1G43xnpGf8ReA8Ux2AmH0Y,3.00,no_geometry,,,,,,,,,,,,,,,,,
0IOcqFv1vCWwJz5c1VnoNe,3.02,no_geometry,,,,,,,,,,,,,,,,,
3o3cJaPf51HPH9CUJnfi0W,3.05,no_geometry,,,,,,,,,,,,,,,,,
12AHbNFjr4FRJYlF1r7pMB,2.10,no_geometry,,,,,,,,,,,,,,,,,
2brbBA_o18ffxZ1OJKAEXd,2.08,no_geometry,,,,,,,,,,,,,,,,,
1GBaX8Qs19WPwcdIjq6ONn,2.05,no_geometry,,,,,,,,,,,,,,,,,
0ajLK6DXHAaeMk704HiMsX,2.06,no_geometry,,,,,,,,,,,,,,,,,
0OqmHrrnL18wpVdVYaE6Eq,2.07,no_geometry,,,,,,,,,,,,,,,,,
02NK$DEdTDwuguIz00UqtE,2.09,no_geometry,,,,,,,,,,,,,,,,,
3vdzRMAWL66B6ew5$sjOj$,2.03,no_geometry,,,,,,,,,,,,,,,,,
2rpp3iZFTCVwGEE7x9qiQ8,2.04,no_geometry,,,,,,,,,,,,,,,,,
0bNesd_3DCrhdyKRJV7k4U,1.02,no_geometry,,,,,,,,,,,,,,,,,
0P5HFjHIjAsevZeF10JaZS,2.01,no_geometry,,,,,,,,,,,,,,,,,
0Dj6N$QAjCa8$dcIusb5Sm,2.00,no_geometry,,,,,,,,,,,,,,,,,
0EHFwkDTP5BAvP$Lr4UUAk,1.01,no_geometry,,,,,,,,,,,,,,,,,
0Jkjl8tTH5TBBcOqrZRjc0,1.06,no_geometry,,,,,,,,,,,,,,,,,
0P4aIRXgD9XPdxJodXPmsI,1.07,no_geometry,,,,,,,,,,,,,,,,,
