id,name,status,v_src_m3,v_out_m3,dv_m3,dv_pct,v_naive_stored_units,v_proj_m3,dv_proj_pct,proj_disp_mm,max_vertex_disp_mm,src_tris,out_tris,src_verts,out_verts,src_watertight,src_unpaired_edges,out_watertight,out_unpaired_edges
3t8qjHTuTAigDlC1x7D16b,111,ok,33.264,33.264,-0.0,-0.0,2.7146387221455015e-09,33.047034,-0.652254,16.154,0.0,12,12,8,8,True,0,True,0
1DxredyET5bf_85HZe8$FO,105,ok,105.732,105.732,0.0,0.0,8.628829628793723e-09,105.042375,-0.652238,19.574,0.0,12,12,8,8,True,0,True,0
2ED0MLfrf17BXIsuJYCs7R,110,ok,33.264,33.264,-0.0,-0.0,2.7146387230128632e-09,33.047034,-0.652254,16.154,0.0,12,12,8,8,True,0,True,0
1loQAAB191MA5YmsaMJHkI,109,ok,33.264,33.264,0.0,0.0,2.7146387230128632e-09,33.047035,-0.652253,16.154,0.0,12,12,8,8,True,0,True,0
3Xu6SpY4vC89stuKlMWE2n,108,ok,33.264,33.264,0.0,0.0,2.714650928445925e-09,33.047035,-0.652252,16.154,0.0,12,12,8,8,True,0,True,0
3yAAZZ86j388XApaG$h1X6,107,ok,30.888,30.888,-0.0,-0.0,2.520741370195048e-09,30.686533,-0.652252,16.042,0.0,12,12,8,8,True,0,True,0
3$FatfHY1Cg9apAMwbKPN8,106,ok,102.168,102.168,-0.0,-0.0,8.337994472922168e-09,101.501623,-0.652236,19.407,0.0,12,12,8,8,True,0,True,0
0_TtqXcOrDbeTXyb5q0Uxb,118,ok,95.58,95.58,0.0,0.0,7.80031596996425e-09,94.956584,-0.652245,16.593,0.0,12,12,8,8,True,0,True,0
25QUQJ9jHAFengkpc9N7GR,104,ok,34.452,34.452,0.0,0.0,2.8117958254716274e-09,34.22729,-0.652241,16.209,0.0,12,12,8,8,True,0,True,0
0jhU4VZ6XCxee3pjfx5VMh,114,ok,104.544,104.544,-0.0,-0.0,8.531808784744029e-09,103.862103,-0.652259,19.516,0.0,12,12,8,8,True,0,True,0
1RP4kkhTDFJuLugWfrM_1s,117,ok,224.532,224.532,-0.0,-0.0,1.8324076651052377e-08,223.067494,-0.652248,54.572,0.0,28,28,16,16,True,0,True,0
25CC32yK130ALlKsnej9JW,220,ok,95.58,95.58,0.0,0.0,7.800295437126667e-09,94.956579,-0.652251,16.588,0.0,12,12,8,8,True,0,True,0
37pP75EaP1axQNg3rWc_WT,214,ok,34.452,34.452,0.0,0.0,2.8116821388507462e-09,34.227284,-0.652257,16.209,0.0,12,12,8,8,True,0,True,0
0f6kjO4cnBngLgZgtaoBTE,213,ok,34.452,34.452,0.0,0.0,2.8116602542298946e-09,34.227285,-0.652255,16.209,0.0,12,12,8,8,True,0,True,0
3XJSZHVdLFTQTPYNfhA6a2,222,ok,95.58,95.58,0.0,0.0,7.80030723671575e-09,94.956584,-0.652245,16.593,0.0,12,12,8,8,True,0,True,0
1AW8GAtUnEYB9XPWOUYKK5,211,ok,33.264,33.264,-0.0,-0.0,2.7146476479483067e-09,33.047034,-0.652254,16.154,0.0,12,12,8,8,True,0,True,0
0uPiF9LkPAqeB8f54Uy3_C,221,ok,126.846,126.846,-0.0,-0.0,1.035189571476497e-08,126.01864,-0.652256,37.057,0.0,20,20,12,12,True,0,True,0
24vVAUYDH2SetutQQsZBMv,207,ok,102.168,102.168,-0.0,-0.0,8.33800605176769e-09,101.501623,-0.652236,19.407,0.0,12,12,8,8,True,0,True,0
2goaA6RR92B9xducYbaQVU,206,ok,68.904,68.904,-0.0,-0.0,5.623364275966769e-09,68.454582,-0.652238,17.835,0.0,12,12,8,8,True,0,True,0
0i4GPkF$j1$P1_N4yoKfHm,210,ok,33.264,33.264,0.0,0.0,2.714638723880225e-09,33.047035,-0.652253,16.154,0.0,12,12,8,8,True,0,True,0
2Yd3UbuHLF0P7Q5pq$wqrF,219,ok,30.888,30.888,0.0,0.0,2.52081716351632e-09,30.68653,-0.652261,16.041,0.0,12,12,8,8,True,0,True,0
1GtYUXG753_h6i4vKAf46v,218,ok,33.264,33.264,0.0,0.0,2.714752409850585e-09,33.047032,-0.65226,16.153,0.0,12,12,8,8,True,0,True,0
0VWZeARNT8IAUcPL5OoYiA,217,ok,33.264,33.264,0.0,0.0,2.7146476489511937e-09,33.047032,-0.652259,16.153,0.0,12,12,8,8,True,0,True,0
3kV3mGMIX3BvUw5dL_lJVg,215,ok,33.264,33.264,0.0,0.0,2.7146387225791824e-09,33.047033,-0.652258,16.153,0.0,12,12,8,8,True,0,True,0
1yZQvqj15Ab8eMXDuz85Dy,204,ok,68.904,68.904,0.0,0.0,5.623320507809268e-09,68.454581,-0.65224,17.834,0.0,12,12,8,8,True,0,True,0
0uC7OD3$5F7v$zL3aaoEig,201,ok,66.528,66.528,0.0,0.0,5.4292952974687066e-09,66.094075,-0.652244,17.721,0.0,12,12,8,8,True,0,True,0
2E2TaOnqD0chpbuH8tXCpW,208,ok,30.888,30.888,-0.0,-0.0,2.520741370195048e-09,30.686533,-0.652252,16.042,0.0,12,12,8,8,True,0,True,0
3shuyF_Yb7yu2P$QLB2s8G,202,ok,68.904,68.904,0.0,0.0,5.623206821134177e-09,68.454579,-0.652243,17.833,0.0,12,12,8,8,True,0,True,0
0UiHARbFzF1RT4g_GKem_B,203,ok,68.904,68.904,0.0,0.0,5.623206820971546e-09,68.45458,-0.652241,17.833,0.0,12,12,8,8,True,0,True,0
1LVv$xQpj6k8KE6pcNlDDU,209,ok,33.264,33.264,0.0,0.0,2.714638721928661e-09,33.047035,-0.652252,16.154,0.0,12,12,8,8,True,0,True,0
1a3ixYyUn0QO4HWUYKN$4p,212,ok,33.264,33.264,-0.0,-0.0,2.7146387230128632e-09,33.047034,-0.652254,16.154,0.0,12,12,8,8,True,0,True,0
3iSzpa9d93jhTDB7hG0QBW,205,ok,33.264,33.264,-0.0,-0.0,2.714752409416904e-09,33.047039,-0.652239,16.153,0.0,12,12,8,8,True,0,True,0
0K6ICBa1zCjvUnsy8qMIRC,216,ok,33.264,33.264,0.0,0.0,2.714638723446544e-09,33.047033,-0.652259,16.153,0.0,12,12,8,8,True,0,True,0
3M3dydUxH2hR7Uvg9QNhS$,313,ok,34.452,34.452,0.0,0.0,2.8115684513625033e-09,34.227285,-0.652255,16.209,0.0,12,12,8,8,True,0,True,0
2lebmw3XD9w9PIIn4HKbwh,302,ok,68.904,68.904,0.0,0.0,5.623364276834131e-09,68.454579,-0.652243,17.833,0.0,12,12,8,8,True,0,True,0
09m2tgyfr9UfikvrKFMkeD,303,ok,68.904,68.904,0.0,0.0,5.623364276834131e-09,68.45458,-0.652241,17.833,0.0,12,12,8,8,True,0,True,0
0dc6ovxJLDww6sjSpu_cfN,304,ok,68.904,68.904,0.0,0.0,5.623364277267812e-09,68.454581,-0.65224,17.834,0.0,12,12,8,8,True,0,True,0
0U5AcnRYX7aw$OIZXqMUaR,305,ok,68.904,68.904,-0.0,-0.0,5.6233263804987554e-09,68.454581,-0.652239,17.834,0.0,12,12,8,8,True,0,True,0
1jJ7opRcX6uevup8Hnq0$2,318,ok,33.264,33.264,0.0,0.0,2.7146443685891006e-09,33.047032,-0.65226,16.153,0.0,12,12,8,8,True,0,True,0
30oDtenHrAwuYDgWTayiN$,317,ok,33.264,33.264,0.0,0.0,2.7147903057522793e-09,33.047032,-0.652259,16.153,0.0,12,12,8,8,True,0,True,0
3$PC9MkEH1Ex24UD3VHyzP,316,ok,33.264,33.264,0.0,0.0,2.714828201220293e-09,33.047033,-0.652259,16.153,0.0,12,12,8,8,True,0,True,0
0Veunyhgf7QxfJXezc1Ydu,315,ok,33.264,33.264,0.0,0.0,2.714676619131398e-09,33.047033,-0.652258,16.153,0.0,12,12,8,8,True,0,True,0
1vWhxAiTL1RR3r4R3eC2Vv,306,ok,68.904,68.904,0.0,0.0,5.6233353681010845e-09,68.454582,-0.652237,17.835,0.0,12,12,8,8,True,0,True,0
3uvYP4OyH5ufyPIMbZD86h,307,ok,66.528,66.528,-0.0,-0.0,5.4294024213596276e-09,66.094081,-0.652236,17.723,0.0,12,12,8,8,True,0,True,0
0oB0YIgnPE49CsBpGIdxOR,312,ok,33.264,33.264,-0.0,-0.0,2.7147524085495423e-09,33.047034,-0.652254,16.154,0.0,12,12,8,8,True,0,True,0
3jurQKaejCqgtlRMQvYO$h,311,ok,33.264,33.264,-0.0,-0.0,2.7146443661496458e-09,33.047034,-0.652254,16.154,0.0,12,12,8,8,True,0,True,0
1I4mvNGj58VPS4IqdvGDOQ,310,ok,33.264,33.264,0.0,0.0,2.714638723880225e-09,33.047035,-0.652253,16.154,0.0,12,12,8,8,True,0,True,0
3BlfjPTqH1qeG63Yox0pCX,309,ok,33.264,33.264,0.0,0.0,2.7146387230128632e-09,33.047035,-0.652252,16.154,0.0,12,12,8,8,True,0,True,0
1qHIiTcLf7zwz3pTXujZ3t,308,ok,30.888,30.888,-0.0,-0.0,2.5208550563822485e-09,30.686533,-0.652252,16.042,0.0,12,12,8,8,True,0,True,0
0jh6L39QvEQu8mVKX3j43f,314,ok,34.452,34.452,0.0,0.0,2.811568451796184e-09,34.227284,-0.652257,16.209,0.0,12,12,8,8,True,0,True,0
3zaEFaiGrF1ftyFPQrOe_i,301,ok,66.528,66.528,0.0,0.0,5.429391131779246e-09,66.094075,-0.652244,17.721,0.0,12,12,8,8,True,0,True,0
3i9iiZlcT5eQkuRPP$TrLS,319,ok,30.888,30.888,0.0,0.0,2.5207034766785985e-09,30.68653,-0.652261,16.041,0.0,12,12,8,8,True,0,True,0
3gYFdGsxTBa9PFlMvRAaiF,320,ok,95.58,95.58,0.0,0.0,7.800394616038278e-09,94.956579,-0.652251,16.588,0.0,12,12,8,8,True,0,True,0
2mSYEw1YLDvhMYvUr3eREJ,321,ok,126.846,126.846,-0.0,-0.0,1.0351933611100345e-08,126.01864,-0.652256,37.057,0.0,20,20,12,12,True,0,True,0
3CXBDjcSTES8AedjLKSfJe,322,ok,95.58,95.58,0.0,0.0,7.800280988397995e-09,94.956584,-0.652245,16.593,0.0,12,12,8,8,True,0,True,0
3txvJd9V1BPhyU$48F$mnF,403,ok,251.633441,251.633441,0.0,0.0,2.0535887551310352e-08,249.99216,-0.652251,47.703,0.0,36,36,20,20,True,0,True,0
0jbV$RErb7o9P7rp7ALEd$,402,ok,251.633441,251.633441,0.0,0.0,2.0535913213264468e-08,249.992174,-0.652245,47.708,0.0,36,36,20,20,True,0,True,0
2_rG4oliv3CxmStpGPieup,401,ok,162.398845,162.398845,-0.0,-0.0,1.3253543288088975e-08,161.339598,-0.65225,47.444,0.0,36,36,20,20,True,0,True,0
