id,name,status,v_src_m3,v_out_m3,dv_m3,dv_pct,v_naive_stored_units,v_proj_m3,dv_proj_pct,proj_disp_mm,max_vertex_disp_mm,src_tris,out_tris,src_verts,out_verts,src_watertight,src_unpaired_edges,out_watertight,out_unpaired_edges
0v_Ukvk3H8$ft080mz_3pK,02.0.3,ok,22.124716,22.124716,0.0,0.0,1.7953314665269341e-09,21.977892,-0.663619,9.087,0.0,12,12,8,8,True,0,True,0
3J6Xtu8ADFswR9Oak1jINL,05.0.2,ok,11.242289,11.242289,0.0,0.0,9.124029355802405e-10,11.167682,-0.663627,7.931,0.0,12,12,8,8,True,0,True,0
0lIAUK79v1Qgtpm$NL4pX8,04.0.2,ok,11.242289,11.242289,0.0,0.0,9.121755620403226e-10,11.167683,-0.663625,7.931,0.0,12,12,8,8,True,0,True,0
196SywVbz0lxaUbAB86s5P,03.0.2,ok,11.242289,11.242289,0.0,0.0,9.122513533016104e-10,11.167683,-0.663622,7.931,0.0,12,12,8,8,True,0,True,0
1guNLf$yP4XxVnvjjALBk5,05.0.3,ok,22.124716,22.124716,0.0,0.0,1.7954407526693528e-09,21.977891,-0.663626,9.086,0.0,12,12,8,8,True,0,True,0
0QycqvFiTDUxZBTB$GNUm3,05.0.1,ok,72.396351,72.396351,0.0,0.0,5.874878558078615e-09,71.915906,-0.663632,18.007,0.0,12,12,8,8,True,0,True,0
3U_MvK4Hn5v9qQ4x1xKj$X,04.0.3,ok,22.124716,22.124716,0.0,0.0,1.7952906372078418e-09,21.977891,-0.663624,9.087,0.0,12,12,8,8,True,0,True,0
3FzDDNoyP6eu6K83qp90ZI,04.0.1,ok,72.396351,72.396351,0.0,0.0,5.874966495738156e-09,71.915907,-0.663629,18.007,0.0,12,12,8,8,True,0,True,0
0JepDr0cr6uOyUDL1uH8R3,03.0.3,ok,22.124716,22.124716,0.0,0.0,1.7953678951778285e-09,21.977892,-0.663621,9.087,0.0,12,12,8,8,True,0,True,0
2qWO03rLv6Ix3eFbAYbYRa,03.0.1,ok,72.396351,72.396351,0.0,0.0,5.874827058692262e-09,71.915909,-0.663627,18.008,0.0,12,12,8,8,True,0,True,0
2T_M6_XR187OavaBkY$qZE,02.0.2,ok,11.242289,11.242289,0.0,0.0,9.122892488780442e-10,11.167683,-0.66362,7.931,0.0,12,12,8,8,True,0,True,0
3T9X0t5i5CZwKzfxPnEmuw,02.0.1,ok,72.396351,72.396351,0.0,0.0,5.874839203653948e-09,71.915911,-0.663625,18.008,0.0,12,12,8,8,True,0,True,0
16BKatYNb0095YK2zxt57p,01.0.2,ok,11.242289,11.242289,0.0,0.0,9.122134576167564e-10,11.167683,-0.663618,7.931,0.0,12,12,8,8,True,0,True,0
3PSyXEkf5E88ZNzHR8bi6k,01.0.3,ok,22.124716,22.124716,0.0,0.0,1.7954087246866562e-09,21.977893,-0.663617,9.087,0.0,12,12,8,8,True,0,True,0
2wq30flQf78hZ21neDLFBq,01.0.1,ok,72.396351,72.396351,0.0,0.0,5.87481345320183e-09,71.915912,-0.663623,18.009,0.0,12,12,8,8,True,0,True,0
1KKIXTWdT8heHZ3hsSZwZA,07.0.3,ok,22.124716,22.124716,0.0,0.0,1.79539992313342e-09,21.97789,-0.66363,9.086,0.0,12,12,8,8,True,0,True,0
3YQAkO3i541gbaBZyjgVtE,10.0.2,ok,11.242289,11.242289,0.0,0.0,9.122134572914957e-10,11.167681,-0.663638,7.93,0.0,12,12,8,8,True,0,True,0
0jt6xzLS16APu2df6TC4F0,09.0.2,ok,11.242289,11.242289,0.0,0.0,9.1225135308477e-10,11.167681,-0.663636,7.93,0.0,12,12,8,8,True,0,True,0
2k$JIFVGf7Ixx06X27j0Te,08.0.2,ok,11.242289,11.242289,0.0,0.0,9.123271443460578e-10,11.167681,-0.663634,7.93,0.0,12,12,8,8,True,0,True,0
2MUluHIS19hxl5xyeFBL$q,10.0.3,ok,22.124716,22.124716,0.0,0.0,1.7953197311226191e-09,21.977888,-0.663637,9.085,0.0,12,12,8,8,True,0,True,0
03W07_Rff9HAdbckCRLIfj,10.0.1,ok,72.396351,72.396351,-0.0,-0.0,5.874855727382947e-09,71.915898,-0.663643,18.005,0.0,12,12,8,8,True,0,True,0
3SkZZMPuT7$89jqYZqSHf1,09.0.3,ok,22.124716,22.124716,0.0,0.0,1.795359093516172e-09,21.977889,-0.663635,9.085,0.0,12,12,8,8,True,0,True,0
07DA0wYQfBeAEb4qwJTSTs,09.0.1,ok,72.396351,72.396351,-0.0,-0.0,5.8748678726156835e-09,71.915899,-0.663641,18.005,0.0,12,12,8,8,True,0,True,0
0gGr2m0qP3JRljPKs7gpvI,08.0.3,ok,22.124716,22.124716,0.0,0.0,1.7954363517843144e-09,21.977889,-0.663633,9.085,0.0,12,12,8,8,True,0,True,0
0qklr2fUL5CuAK2ZmNrggQ,08.0.1,ok,72.396351,72.396351,-0.0,-0.0,5.874880017577369e-09,71.915901,-0.663638,18.006,0.0,12,12,8,8,True,0,True,0
3qQXrsDED4KwaYVxjd2ShY,07.0.2,ok,11.242289,11.242289,-0.0,-0.0,9.122513533016104e-10,11.167682,-0.663631,7.93,0.0,12,12,8,8,True,0,True,0
3QF1zC91j7OBHP83s_syz0,07.0.1,ok,72.396351,72.396351,-0.0,-0.0,5.8748921634064165e-09,71.915902,-0.663636,18.006,0.0,12,12,8,8,True,0,True,0
3fSw$_mWL9WeVHk5cPTM86,06.0.2,ok,11.242289,11.242289,-0.0,-0.0,9.123650399224916e-10,11.167682,-0.663629,7.93,0.0,12,12,8,8,True,0,True,0
3UBvRQaabE3QS_tex4rt0f,06.0.3,ok,22.124716,22.124716,0.0,0.0,1.7953634943741054e-09,21.97789,-0.663628,9.086,0.0,12,12,8,8,True,0,True,0
0GE4N5HQLFzgffVCVrWaUY,06.0.1,ok,72.396351,72.396351,-0.0,-0.0,5.874980099493865e-09,71.915904,-0.663634,18.007,0.0,12,12,8,8,True,0,True,0
3WfI2idZDBtfNIEwkbXu8M,05.1.2,ok,4.804588,4.804588,0.0,0.0,3.9004009733372563e-10,4.772703,-0.663626,7.205,0.0,12,12,8,8,True,0,True,0
0W5B3PGT5Bx9sdEnCfiwmY,03.1.2,ok,4.804588,4.804588,-0.0,-0.0,3.90040097008465e-10,4.772703,-0.663622,7.205,0.0,12,12,8,8,True,0,True,0
2m3q9noR993uEdVygJK11m,02.1.3,ok,19.043563,19.043563,0.0,0.0,1.545546821044865e-09,18.917187,-0.66362,12.53,0.0,28,28,16,16,True,0,True,0
1LaBUYUR53Pxq$OuwxUsod,05.1.3,ok,19.039293,19.039293,0.0,0.0,1.5452459561278464e-09,18.912943,-0.663626,12.527,0.0,28,28,16,16,True,0,True,0
0fwchbH1r5zR_O89iZ8ddS,04.1.3,ok,19.039293,19.039293,0.0,0.0,1.544868677055063e-09,18.912944,-0.663624,12.527,0.0,28,28,16,16,True,0,True,0
0Ik$LeSlf5WRqyA$1Zjk8r,04.1.2,ok,4.804588,4.804588,-0.0,-0.0,3.898127235498622e-10,4.772703,-0.663624,7.205,0.0,12,12,8,8,True,0,True,0
1kOEi4kK189wDDX8d5mZWh,03.1.3,ok,18.842343,18.842343,0.0,0.0,1.529198649733712e-09,18.717301,-0.663621,8.569,0.0,12,12,8,8,True,0,True,0
25gp_VVyD9lvFvbEG2imfd,01.1.3,ok,19.039293,19.039293,0.0,0.0,1.5452673521191077e-09,18.912945,-0.663617,12.528,0.0,28,28,16,16,True,0,True,0
3dN_UoiuPEoua6PhT2axsT,05.1.1,ok,92.569419,92.569419,0.0,0.0,7.511939880680205e-09,91.9551,-0.66363,28.503,0.0,28,28,16,16,True,0,True,0
14Xi6zQ5H4k9E6QQ0Mf9my,02.1.1,ok,92.563823,92.563823,-0.0,-0.0,7.511382356709638e-09,91.949548,-0.663623,28.502,0.0,28,28,16,16,True,0,True,0
1D5qDEDY5FURL6B66DMR_2,01.1.2,ok,4.804588,4.804588,-0.0,-0.0,3.899264103875838e-10,4.772703,-0.663617,7.206,0.0,12,12,8,8,True,0,True,0
2o06MMfBT6K9zjyA90D4Xe,04.1.1,ok,92.569419,92.569419,0.0,0.0,7.511903575445399e-09,91.955103,-0.663628,28.503,0.0,28,28,16,16,True,0,True,0
3TzBuD$8DFx9Eo3XTZ8DFj,03.1.1,ok,92.643269,92.64327,0.0,0.0,7.517997229133732e-09,92.028465,-0.663626,28.544,0.0,28,28,16,16,True,0,True,0
2LnJPUTQX18AYhtI5UzJk9,01.1.1,ok,92.569419,92.569419,0.0,0.0,7.511834535368737e-09,91.955109,-0.663621,28.504,0.0,28,28,16,16,True,0,True,0
2LmSEbvmjFfhqJ2_Wm1laO,02.1.2,ok,4.805676,4.805676,0.0,0.0,3.8995586501642393e-10,4.773785,-0.66362,7.207,0.0,12,12,8,8,True,0,True,0
3VBv$6FjvFe8HwNEPUIZ$m,10.1.2,ok,4.804588,4.804588,0.0,0.0,3.8988851481115e-10,4.772702,-0.663638,7.205,0.0,12,12,8,8,True,0,True,0
3BjGZwRYz4NPEGeGbaFcBg,08.1.2,ok,4.804588,4.804588,0.0,0.0,3.8977482786500817e-10,4.772703,-0.663633,7.205,0.0,12,12,8,8,True,0,True,0
3Up9T7OpvA4weoaf2xxqnk,07.1.3,ok,19.043563,19.043563,-0.0,-0.0,1.5453996270677517e-09,18.917184,-0.663631,12.528,0.0,28,28,16,16,True,0,True,0
0Bcix2yknD4QQ4NucZ2LZ3,10.1.3,ok,19.039293,19.039293,0.0,0.0,1.5450357530774053e-09,18.912941,-0.663638,12.525,0.0,28,28,16,16,True,0,True,0
2WnMPs5Xb17QiiJ0MF9q51,10.1.3,ok,19.039293,19.039293,0.0,0.0,1.545163456152164e-09,18.912942,-0.663635,12.525,0.0,28,28,16,16,True,0,True,0
17VA86q0D8URCFrbTcEx6A,09.1.2,ok,4.804588,4.804588,0.0,0.0,3.8988851437746913e-10,4.772703,-0.663635,7.205,0.0,12,12,8,8,True,0,True,0
2g9hM95gn7BAHEFC0y1yUa,08.1.3,ok,18.842343,18.842343,0.0,0.0,1.5290933488745339e-09,18.717299,-0.663632,8.567,0.0,12,12,8,8,True,0,True,0
16WPXvPav859E6mauX8ifr,06.1.3,ok,19.039293,19.039293,0.0,0.0,1.5449346779131351e-09,18.912943,-0.663629,12.526,0.0,28,28,16,16,True,0,True,0
2qRIAnL2jBQQwrIkxhBMur,5.1.1,ok,92.569419,92.569419,-0.0,-0.0,7.511912940641463e-09,91.955089,-0.663641,28.501,0.0,28,28,16,16,True,0,True,0
1WK8MVm8X8L94RfnV1m1V6,067.1.1,ok,92.563823,92.563823,-0.0,-0.0,7.511376711052085e-09,91.949537,-0.663635,28.5,0.0,28,28,16,16,True,0,True,0
2f3yFnZ7L1NvOHbRVc5cJV,06.1.2,ok,4.804588,4.804588,0.0,0.0,3.8981272387512284e-10,4.772703,-0.663629,7.205,0.0,12,12,8,8,True,0,True,0
20fUy5xgL1K9KGDfrpf3OU,09.1.1,ok,92.569419,92.569419,-0.0,-0.0,7.511967166471019e-09,91.955092,-0.663639,28.501,0.0,28,28,16,16,True,0,True,0
32B38ytG18mxkajvn7tsMk,08.1.1,ok,92.643269,92.643269,-0.0,-0.0,7.517871341840114e-09,92.028455,-0.663637,28.543,0.0,28,28,16,16,True,0,True,0
05hRmziBT62v3jOhnxFT6Y,06.1.1,ok,92.569419,92.569419,-0.0,-0.0,7.511828889765395e-09,91.955098,-0.663632,28.502,0.0,28,28,16,16,True,0,True,0
0O_UfCn_z8ewRPH$8f29Gb,07.1.2,ok,4.805676,4.805676,-0.0,-0.0,3.8999376080969816e-10,4.773784,-0.663631,7.207,0.0,12,12,8,8,True,0,True,0
0nb88XKz97ReFHUu5KDaxt,3.2.1,ok,38.009933,38.009933,0.0,0.0,3.084561571225705e-09,37.757689,-0.663626,16.269,0.0,12,12,8,8,True,0,True,0
0_PtgAO3f3LfUgjAn6Hu6c,5.2.2,ok,38.010592,38.010592,-0.0,-0.0,3.0845314471833387e-09,37.758341,-0.663632,16.269,0.0,12,12,8,8,True,0,True,0
0xHZGfJ3z7CRlJWmfVRBik,4.2.2,ok,38.010592,38.010592,0.0,0.0,3.0845793972441443e-09,37.758342,-0.66363,16.269,0.0,12,12,8,8,True,0,True,0
35yKaUayr2LPWpST3GOIZw,3.2.3,ok,35.664353,35.664353,0.0,0.0,2.8942019971407783e-09,35.427676,-0.663622,14.114,0.0,60,60,32,32,True,0,True,0
